CellNum	Stage	Mother/daughter	mtDNA rep observed	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Min	Max	X	Y	XM	YM	IntDen	Median	RawIntDen
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	11.728	32.764	11.139	9	93	1.845	13.738	1.778	13.772	384.272	32	577867
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	1.239	71.525	27.231	9	205	0.751	14.797	0.737	14.778	88.61	69	133252
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	1.239	38.278	11.844	9	91	0.751	14.797	0.757	14.777	47.421	37	71311
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.171	22.482	12.813	8	91	2.302	14.681	2.302	14.685	3.842	20	5778
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.171	34.397	11.342	12	93	2.302	14.681	2.303	14.678	5.878	33	8840
20	T	D		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	7.938	35.316	32.41	8	222	4.814	15.796	4.924	15.617	280.336	24	421568
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	7.938	33.482	11.589	9	91	4.814	15.796	4.856	15.757	265.775	32	399671
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	1.114	95.23	36.251	11	222	5.03	15.441	5.041	15.451	106.072	91	159511
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	1.114	40.358	11.693	9	91	5.03	15.441	5.037	15.44	44.953	39	67600
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.223	20.137	11.71	8	66	4.761	16.716	4.766	16.713	4.486	18	6746
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.223	33.713	11.068	10	70	4.761	16.716	4.762	16.715	7.51	32	11294
21	G1	M	1	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	8.61	33.381	32.961	8	235	23.436	13.566	23.177	13.878	287.397	22	432186
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	8.61	40.332	14.805	9	120	23.436	13.566	23.344	13.602	347.241	39	522180
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.957	100.639	37.896	14	235	22.788	14.232	22.803	14.196	96.303	97	144820
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.957	52.279	14.388	17	120	22.788	14.232	22.79	14.217	50.027	51	75230
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.245	21.073	12.809	8	71	24.146	13.766	24.108	13.778	5.157	18	7755
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.245	40.052	12.018	14	82	24.146	13.766	24.132	13.77	9.801	39	14739
22	T	M	1	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	13.095	31.175	27.423	8	215	22.563	17.352	22.363	17.551	408.228	22	613891
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	13.095	43.061	14.9	9	120	22.563	17.352	22.481	17.362	563.875	41	847953
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	1.375	85.409	32.138	11	215	22.004	17.906	21.994	17.911	117.396	82	176540
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	1.375	55.73	14.611	20	117	22.004	17.906	22.014	17.89	76.601	54	115193
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.31	22.174	13.005	8	75	22.91	18.693	22.859	18.683	6.871	20	10333
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.31	42.212	12.808	14	97	22.91	18.693	22.896	18.693	13.081	40	19671
22	T	D	1	1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	12.143	32.046	25.163	8	220	18.657	18.335	18.509	18.296	389.121	25	585158
				1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	12.143	46.646	15.305	10	126	18.657	18.335	18.64	18.302	566.401	45	851752
				1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	1.301	75.931	28.202	16	191	17.89	17.999	17.906	17.952	98.765	73	148522
				1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	1.301	57.109	14.87	18	121	17.89	17.999	17.893	17.988	74.283	56	111706
				1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.267	20.237	11.588	8	79	18.173	19.436	18.175	19.432	5.396	17	8115
				1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.267	46.017	12.76	19	92	18.173	19.436	18.176	19.432	12.271	44	18453
23	T	M	1	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	9.991	60.605	47.175	8	255	7.162	8.425	7.014	8.808	605.488	46	1551298
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	9.991	41.089	14.792	9	123	7.182	8.346	7.212	8.439	410.511	39	1051755
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	1.153	139.754	46.284	23	255	6.966	9.132	6.951	9.155	161.079	137	412693
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	1.153	48.466	14.678	14	118	6.966	9.132	6.992	9.144	55.861	47	143119
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.098	40.888	18.238	9	114	8.246	9.182	8.24	9.182	4.006	38	10263
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.098	49.064	13.867	21	98	8.246	9.182	8.243	9.185	4.807	48	12315
23	T	D	1	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	6.214	56.217	52.004	8	255	10.562	9.887	10.551	9.886	349.341	38	895033
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	6.214	41.585	17.103	9	138	10.562	9.887	10.531	9.816	258.415	39	662075
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.614	165.116	51.274	44	255	10.851	9.997	10.858	9.984	101.375	165	259728
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.614	50.902	15.81	14	138	10.851	9.997	10.842	9.984	31.252	49	80069
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.158	43.579	19.82	9	125	10.438	10.687	10.444	10.675	6.906	40	17693
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.158	40.862	13.275	15	110	10.438	10.687	10.444	10.688	6.475	39	16590
24	G1	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	12.006	48.896	52.281	8	255	7.575	4.32	7.547	4.923	587.041	30	1504034
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	12.006	31.102	14.574	9	120	7.575	4.32	7.522	4.515	373.409	29	956697
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.999	181.489	52.049	42	255	7.903	5.537	7.892	5.513	181.272	187	464430
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.999	43.934	13.845	11	120	7.903	5.537	7.875	5.517	43.882	43	112428
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.16	31.99	15.506	8	92	8.746	4.474	8.728	4.481	5.132	30	13148
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.16	32.127	10.818	11	72	8.746	4.474	8.734	4.476	5.154	31	13204
25	G1	M	1	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	6.795	59.569	63.776	8	255	4.059	6.498	4.119	6.636	404.787	35	1037090
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	6.795	35.002	14.326	9	104	4	6.399	4.073	6.419	237.846	33	609377
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.867	198.724	50.3	33	255	4.16	6.589	4.174	6.608	172.27	208	441367
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.867	42.226	14.103	11	104	4.16	6.589	4.181	6.589	36.605	41	93784
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.134	22.481	13.119	8	81	3.483	5.712	3.496	5.723	3.01	20	7711
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.134	35.248	12.046	12	86	3.483	5.712	3.491	5.712	4.719	33	12090
26	A	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	7.243	34.005	27.355	8	229	11.115	39.667	10.844	39.671	246.282	26	102593
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	7.243	53.645	18.77	10	128	11.115	39.667	11.074	39.656	388.526	52	161847
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.358	95.497	32.95	37	195	10.135	39.862	10.141	39.864	34.158	90	14229
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.358	64.174	17.761	32	118	10.135	39.862	10.156	39.851	22.954	64	9562
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.125	23.904	11.981	8	62	11.714	39.66	11.71	39.648	2.984	23	1243
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.125	58.481	11.943	35	84	11.714	39.66	11.711	39.66	7.3	59	3041
26	A	D		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	2.965	55.313	37.373	8	201	8.649	39.555	8.661	39.695	163.988	47	68312
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	2.965	61.812	18.989	13	131	8.649	39.555	8.635	39.54	183.255	61	76338
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.689	97.69	31.93	24	201	8.504	39.823	8.531	39.824	67.305	96	28037
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.689	69.084	17.87	29	131	8.504	39.823	8.504	39.812	47.596	68	19827
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.13	29.593	14.245	11	69	8.553	39.026	8.543	39.03	3.836	27	1598
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.13	70.926	16.807	38	112	8.553	39.026	8.555	39.031	9.194	70	3830
27	T	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	11.117	48.594	40.353	8	240	13.988	36.642	13.795	37.057	540.225	34	225040
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	11.117	58.087	18.54	9	142	13.988	36.642	13.946	36.7	645.752	56	268999
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.961	107.497	40.167	20	240	13.4	37.902	13.424	37.916	210.83	102	87825
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.961	67.42	19.08	23	134	13.4	37.902	13.405	37.833	132.228	67	55082
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.233	28.959	15.51	8	117	14.708	37.461	14.689	37.466	6.743	25	2809
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.233	56.732	13.108	24	92	14.708	37.461	14.703	37.457	13.21	56	5503
27	T	D		1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	5.478	46.249	37.69	8	229	13.886	40.168	13.715	40.16	253.359	33	105541
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	5.478	52.123	17.903	12	128	13.935	40.217	13.896	40.222	285.536	51	118945
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.804	104.937	36.08	27	229	13.769	40.103	13.757	40.148	84.39	101	35154
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.804	64.275	16.653	28	128	13.769	40.103	13.776	40.113	51.689	61	21532
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.149	22.048	13.546	8	65	14.592	40.57	14.592	40.555	3.282	20	1367
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.149	55.726	18.9	22	122	14.592	40.57	14.583	40.561	8.294	53	3455
28	T	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	12.082	37.723	35.021	8	245	5.859	10.578	5.492	10.445	455.768	26	189858
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	12.082	61.124	23.019	9	164	5.859	10.578	5.766	10.495	738.503	59	307636
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.402	107.58	37.573	26	245	4.738	10.337	4.743	10.327	150.821	104	62827
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.402	80.868	20.663	31	161	4.738	10.337	4.766	10.317	113.372	81	47227
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.226	26.755	13.37	8	72	5.577	11.747	5.576	11.745	6.037	27	2515
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.226	68.734	15.882	38	104	5.577	11.747	5.579	11.743	15.51	65	6461
28	T	D		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	6.818	45.987	50.367	8	255	5.736	14.288	5.862	14.624	313.522	25	130603
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	6.818	58.574	24.22	10	155	5.736	14.288	5.739	14.35	399.335	56	166350
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.111	139.531	45.177	34	255	6.078	14.745	6.069	14.76	155.084	138	64603
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.111	84.356	20.851	34	155	6.078	14.745	6.058	14.717	93.759	83	39057
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.125	63.096	16.36	35	104	6.551	13.893	6.547	13.896	7.876	59	3281
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.125	20.558	11.497	8	51	6.551	13.893	6.539	13.912	2.566	19	1069
29	eG1	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	13.738	48.085	49.352	8	255	19.852	18.816	19.797	18.685	660.619	30	275192
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	13.738	56.295	20.246	9	146	19.852	18.816	19.814	18.807	773.414	55	322179
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.215	159.806	50.87	31	255	20.32	18.211	20.282	18.206	194.115	165	80862
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.215	76.188	17.382	28	146	20.32	18.211	20.312	18.208	92.545	75	38551
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.202	25.702	12.403	8	59	21.125	19.19	21.124	19.198	5.183	24	2159
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.202	57.452	14.278	31	89	21.125	19.19	21.128	19.193	11.585	56	4826
29	eG1	D		1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	8.157	57.016	55.912	8	255	22.697	15.698	22.616	16.046	465.087	37	193740
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	8.157	53.636	19.2	9	137	22.697	15.698	22.678	15.71	437.519	52	182256
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.035	167.954	58.9	36	255	22.744	16.509	22.694	16.551	173.773	176	72388
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.035	67.476	18.11	25	137	22.744	16.509	22.747	16.482	69.813	65	29082
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.139	23.483	12.121	8	54	22.74	14.734	22.732	14.737	3.27	22	1362
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.139	52.017	15.453	22	91	22.74	14.734	22.739	14.73	7.243	49	3017
30	G1	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	11.758	55.616	52.22	8	255	39.059	24.652	38.885	24.793	653.928	38	272405
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	11.758	61.616	23.855	9	149	39.059	24.652	39.01	24.669	724.486	61	301797
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.087	179.199	44.406	70	255	38.557	24.886	38.549	24.908	194.871	181	81177
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.087	84.36	17.737	35	140	38.557	24.886	38.558	24.88	91.738	83	38215
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.19	50.962	21.606	9	102	38.786	25.895	38.807	25.881	9.665	49	4026
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.19	62.392	14.303	38	104	38.786	25.895	38.786	25.891	11.832	61	4929
31	M	M		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	10.666	73.932	63.757	8	255	40.005	30.394	40.208	30.288	788.536	50	328478
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	10.666	64.747	20.713	11	175	40.005	30.394	40.045	30.358	690.58	63	287673
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.62	189.307	55.821	51	255	40.484	30.057	40.439	30.06	306.75	197	127782
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.62	76.376	17.648	29	132	40.484	30.057	40.506	30.05	123.759	75	51554
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.12	43.28	18.637	9	79	41.281	30.731	41.266	30.735	5.195	42	2164
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.12	60.08	14.328	36	97	41.281	30.731	41.276	30.734	7.211	60	3004
32	T	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	13.033	32.018	32.271	8	255	44.641	25.196	44.562	25.492	417.282	22	173826
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	13.033	35.808	14.755	9	110	44.641	25.196	44.622	25.196	466.674	34	194401
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.063	113.192	46.419	20	255	44.604	25.978	44.556	25.986	120.374	107	50144
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.063	50.126	14.145	20	99	44.604	25.978	44.602	25.958	53.307	49	22206
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.288	25.808	13.765	8	72	44.317	24.379	44.32	24.392	7.435	23	3097
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.288	42.617	12.704	19	79	44.317	24.379	44.316	24.389	12.277	41	5114
32	T	D		1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	6.141	59.744	58.766	8	255	43.329	29.084	43.306	29.121	366.865	37	152824
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	6.141	37.491	14.942	9	118	43.329	29.084	43.285	29.044	230.222	35	95903
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.023	168.07	55.78	40	255	43.365	29.167	43.355	29.192	171.876	168	71598
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.023	48.93	15.719	15	97	43.365	29.167	43.358	29.159	50.038	48	20844
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.127	31.528	10.938	13	53	43.929	28.057	43.923	28.056	4.011	29	1671
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.127	27.17	16.064	8	108	43.929	28.057	43.939	28.075	3.457	26	1440
33	G1	M		1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	11.501	48.966	46.181	8	255	46.689	29.251	46.323	29.411	563.167	34	234597
				1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	11.501	46.802	16.85	10	122	46.689	29.251	46.623	29.269	538.271	45	224226
				1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.039	155.85	49.16	29	255	45.808	29.395	45.799	29.422	161.998	156	67483
				1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.039	61.164	16.707	23	122	45.808	29.395	45.83	29.393	63.577	60	26484
				1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.19	27.886	11.342	8	62	47.057	28.446	47.053	28.442	5.288	26	2203
				1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.19	49.722	13.078	27	79	47.057	28.446	47.049	28.448	9.429	49	3928
34	G1	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series020.tif:1	7.092	75.639	70.464	8	255	8.252	12.611	8.18	12.552	536.42	49	2011078
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series020.tif:2	7.092	39.184	16.248	9	135	8.252	12.611	8.272	12.589	277.889	37	1041825
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series020.tif:1	0.972	222.398	43.186	37	255	8.238	12.297	8.218	12.304	216.165	243	810418
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series020.tif:2	0.972	52.17	16.476	15	135	8.238	12.297	8.242	12.296	50.707	50	190106
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series020.tif:1	0.154	43.057	17.665	8	134	9.021	13.109	9.019	13.105	6.65	41	24930
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series020.tif:2	0.154	41.649	13.294	14	95	9.021	13.109	9.018	13.108	6.432	40	24115
35	G1	M		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series020.tif:1	12.185	73.02	56.757	8	255	7.68	8.583	7.763	8.852	889.759	56	3335771
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series020.tif:2	12.185	39.059	16.752	9	134	7.68	8.583	7.733	8.595	475.942	37	1784340
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series020.tif:1	1.288	180.797	46.909	33	255	7.75	9.238	7.784	9.245	232.876	181	873067
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series020.tif:2	1.288	50.774	15.066	13	134	7.75	9.238	7.745	9.244	65.4	49	245189
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series020.tif:1	0.166	43.665	17.632	12	112	6.578	8.491	6.58	8.492	7.233	41	27116
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series020.tif:2	0.166	42.002	14.339	13	106	6.578	8.491	6.58	8.499	6.957	40	26083
36	eG1	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series020.tif:1	8.86	74.235	66.741	8	255	8.696	4.55	8.885	4.601	657.706	50	2465786
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series020.tif:2	8.86	28.818	11.992	9	101	8.696	4.55	8.752	4.518	255.32	27	957213
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series020.tif:1	0.949	223.768	40.545	68	255	9.304	4.637	9.292	4.62	212.304	244	795943
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series020.tif:2	0.949	39.533	12.894	9	99	9.304	4.637	9.302	4.614	37.507	37	140618
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series020.tif:1	0.082	59.964	22.424	13	136	9.128	5.68	9.137	5.67	4.926	58	18469
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series020.tif:2	0.082	29.195	9.853	9	66	9.128	5.68	9.132	5.675	2.398	29	8992
36	eG1	D		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series020.tif:1	5.98	74.28	73.058	8	255	12.18	5.525	11.997	5.787	444.228	45	1665443
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series020.tif:2	5.98	25.969	10.97	9	102	12.18	5.525	12.19	5.521	155.306	24	582255
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series020.tif:1	0.988	210.329	50.93	36	255	11.866	6.129	11.852	6.132	207.745	229	778849
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series020.tif:2	0.988	30.622	12.038	9	102	11.866	6.129	11.888	6.091	30.245	29	113392
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series020.tif:1	0.087	39.363	17.99	8	132	12.905	6.085	12.902	6.091	3.412	37	12793
