CellNum	Stage	Mother/daughter	mtDNA rep observed	ShiftedFlg	LifFile	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	IntDen	Median	Skew	RawIntDen
				1	Slide1_060818	2	1	1	nuclei	EdU	11	MAX_slide1_060818.lif - Series076_w_nums.tif:2	1.236	57.082	14.913	48	21	116	29.314	42.121	29.298	42.139	70.573	56	0.598	24317
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	12	MAX_slide1_060818.lif - Series076_w_nums.tif:1	0.337	86.828	26.132	85	23	173	28.455	40.986	28.463	40.983	29.231	85	0.554	10072
				1	Slide1_060818	2	1	1	cytoplasm	EdU	13	MAX_slide1_060818.lif - Series076_w_nums.tif:2	0.337	43.888	11.658	37	22	86	28.724	40.663	28.732	40.661	14.775	43	0.851	5091
293	eG1	D	1	1	Slide1_060818	2	1	1	cell	DAPI	14	MAX_slide1_060818.lif - Series076_w_nums.tif:1	9.566	110.796	75.558	255	7	255	31.354	45.716	31.397	45.612	1059.833	92	0.745	365182
				1	Slide1_060818	2	1	1	cell	EdU	15	MAX_slide1_060818.lif - Series076_w_nums.tif:2	9.566	38.703	20.409	35	7	129	31.57	45.285	31.597	45.187	370.22	35	0.78	127565
				1	Slide1_060818	2	1	1	nuclei	DAPI	16	MAX_slide1_060818.lif - Series076_w_nums.tif:1	1.416	245.758	23.829	255	112	255	31.611	45.416	31.603	45.419	348.061	255	-3.067	119930
				1	Slide1_060818	2	1	1	nuclei	EdU	17	MAX_slide1_060818.lif - Series076_w_nums.tif:2	1.416	61.551	14.687	53	28	113	31.719	45.039	31.713	45.021	87.174	60	0.376	30037
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	18	MAX_slide1_060818.lif - Series076_w_nums.tif:1	0.151	103.923	25.213	86	48	183	32.229	46.39	32.232	46.388	15.684	103	0.462	5404
				1	Slide1_060818	2	1	1	cytoplasm	EdU	19	MAX_slide1_060818.lif - Series076_w_nums.tif:2	0.151	42.635	11.46	48	21	72	32.391	46.067	32.385	46.058	6.434	43	0.626	2217
294	M	M	1	1	Slide1_060818	2	1	1	cell	DAPI	2	MAX_slide1_060818.lif - Series088_w_nums.tif:1	11.347	150.202	71.118	255	9	255	11.092	24.131	10.967	24.037	1704.311	135	0.252	625742
				1	Slide1_060818	2	1	1	cell	EdU	3	MAX_slide1_060818.lif - Series088_w_nums.tif:2	11.347	47.198	16.534	42	9	118	11.249	23.87	11.254	23.838	535.546	46	0.461	196627
				1	Slide1_060818	2	1	1	nuclei	DAPI	4	MAX_slide1_060818.lif - Series088_w_nums.tif:1	2.699	247.887	20.933	255	116	255	10.537	23.546	10.528	23.555	669.085	255	-3.581	245656
				1	Slide1_060818	2	1	1	nuclei	EdU	5	MAX_slide1_060818.lif - Series088_w_nums.tif:2	2.699	57.596	14.936	54	21	118	10.693	23.18	10.714	23.216	155.461	56	0.664	57078
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	6	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.242	117.18	27.687	112	36	214	10.459	25.182	10.455	25.174	28.405	117	0.272	10429
				1	Slide1_060818	2	1	1	cytoplasm	EdU	7	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.242	49.169	12.286	43	22	82	10.668	24.816	10.669	24.81	11.919	46	0.653	4376
295	T	M	1	1	Slide1_060818	2	1	1	cell	DAPI	8	MAX_slide1_060818.lif - Series088_w_nums.tif:1	10.709	125.689	68.151	255	8	255	20.77	7.326	20.9	7.298	1346.057	107	0.685	494208
				1	Slide1_060818	2	1	1	cell	EdU	9	MAX_slide1_060818.lif - Series088_w_nums.tif:2	10.709	39.355	15.408	35	8	121	20.927	7.013	20.951	7.011	421.465	38	0.575	154742
				1	Slide1_060818	2	1	1	nuclei	DAPI	10	MAX_slide1_060818.lif - Series088_w_nums.tif:1	1.386	244.719	24.349	255	117	255	21.663	7.143	21.659	7.151	339.265	255	-2.677	124562
				1	Slide1_060818	2	1	1	nuclei	EdU	11	MAX_slide1_060818.lif - Series088_w_nums.tif:2	1.386	50.006	12.668	42	21	105	21.82	6.726	21.81	6.738	69.325	49	0.589	25453
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	12	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.253	81.28	23.085	78	27	143	19.911	6.459	19.918	6.456	20.588	79	0.427	7559
				1	Slide1_060818	2	1	1	cytoplasm	EdU	13	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.253	33.785	10.365	29	18	65	20.119	6.146	20.118	6.146	8.558	32	0.899	3142
295	T	D	1	1	Slide1_060818	2	1	1	cell	DAPI	14	MAX_slide1_060818.lif - Series088_w_nums.tif:1	6.444	138.233	76.275	255	8	255	17.407	8.606	17.39	8.694	890.802	122	0.315	327060
				1	Slide1_060818	2	1	1	cell	EdU	15	MAX_slide1_060818.lif - Series088_w_nums.tif:2	6.444	41.804	17.962	31	8	138	17.563	8.241	17.626	8.256	269.392	40	0.505	98908
				1	Slide1_060818	2	1	1	nuclei	DAPI	16	MAX_slide1_060818.lif - Series088_w_nums.tif:1	1.267	247.587	23.705	255	73	255	17.046	8.966	17.057	8.966	313.57	255	-4.272	115128
				1	Slide1_060818	2	1	1	nuclei	EdU	17	MAX_slide1_060818.lif - Series088_w_nums.tif:2	1.267	54.396	16.078	49	17	122	17.203	8.653	17.244	8.627	68.892	53	0.359	25294
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	18	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.128	135.745	40.8	145	75	247	17.975	9.23	17.96	9.228	17.377	129	0.62	6380
				1	Slide1_060818	2	1	1	cytoplasm	EdU	19	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.128	43.915	12.33	31	26	72	18.079	8.969	18.08	8.963	5.622	45	0.345	2064
296	G1	M	1	1	Slide1_060818	2	1	1	cell	DAPI	20	MAX_slide1_060818.lif - Series088_w_nums.tif:1	12.194	132.717	74.861	255	7	255	38.016	10.43	38.033	10.527	1618.328	120	0.318	594173
				1	Slide1_060818	2	1	1	cell	EdU	21	MAX_slide1_060818.lif - Series088_w_nums.tif:2	12.194	42.99	18.676	37	8	135	38.12	10.273	38.147	10.197	524.21	42	0.489	192465
				1	Slide1_060818	2	1	1	nuclei	DAPI	22	MAX_slide1_060818.lif - Series088_w_nums.tif:1	1.457	250.826	13.436	255	161	255	38.567	10.471	38.568	10.473	365.494	255	-3.77	134192
				1	Slide1_060818	2	1	1	nuclei	EdU	23	MAX_slide1_060818.lif - Series088_w_nums.tif:2	1.457	58.35	15.012	58	26	109	38.672	10.263	38.654	10.251	85.025	57	0.454	31217
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	24	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.248	129.484	32.225	133	48	220	37.241	9.935	37.253	9.932	32.093	133	0.01	11783
				1	Slide1_060818	2	1	1	cytoplasm	EdU	25	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.248	49.242	13.737	36	22	87	37.449	9.726	37.456	9.726	12.205	47	0.481	4481
297	M	M	1	1	Slide1_060818	2	1	1	cell	DAPI	26	MAX_slide1_060818.lif - Series088_w_nums.tif:1	10.734	144.438	76.818	255	7	255	32.297	21.696	32.235	21.966	1550.392	130	0.188	569230
				1	Slide1_060818	2	1	1	cell	EdU	27	MAX_slide1_060818.lif - Series088_w_nums.tif:2	10.734	41.763	16.052	44	8	106	32.506	21.436	32.498	21.513	448.28	41	0.467	164587
				1	Slide1_060818	2	1	1	nuclei	DAPI	28	MAX_slide1_060818.lif - Series088_w_nums.tif:1	2.242	250.368	16.716	255	88	255	32.005	22.652	32.004	22.651	561.219	255	-4.721	206053
				1	Slide1_060818	2	1	1	nuclei	EdU	29	MAX_slide1_060818.lif - Series088_w_nums.tif:2	2.242	55.239	14.49	60	22	106	32.213	22.235	32.225	22.231	123.823	54	0.476	45462
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	30	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.395	108.097	34.423	72	46	219	31.853	20.858	31.885	20.857	42.691	102	0.652	15674
				1	Slide1_060818	2	1	1	cytoplasm	EdU	31	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.395	41.634	11.935	38	20	84	32.009	20.545	32.017	20.545	16.443	40	0.731	6037
298	eG1	M	1	1	Slide1_060818	2	1	1	cell	DAPI	2	MAX_slide1_060818.lif - Series088_w_nums.tif:1	11.704	139.612	71.551	255	7	255	33.538	48.851	33.455	48.944	1633.959	127	0.256	599912
				1	Slide1_060818	2	1	1	cell	EdU	3	MAX_slide1_060818.lif - Series088_w_nums.tif:2	11.704	41.98	15.849	36	8	112	33.747	48.538	33.705	48.571	491.316	41	0.449	180388
				1	Slide1_060818	2	1	1	nuclei	DAPI	4	MAX_slide1_060818.lif - Series088_w_nums.tif:1	1.07	249.662	14.952	255	158	255	33.139	49.343	33.136	49.343	267.238	255	-3.346	98117
				1	Slide1_060818	2	1	1	nuclei	EdU	5	MAX_slide1_060818.lif - Series088_w_nums.tif:2	1.07	53.331	13.036	56	24	104	33.243	49.082	33.244	49.092	57.085	53	0.508	20959
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	6	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.354	124.454	30.667	103	51	195	34.109	49.951	34.099	49.946	44.066	123	0.131	16179
				1	Slide1_060818	2	1	1	cytoplasm	EdU	7	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.354	45.792	13.182	48	21	90	34.214	49.638	34.213	49.632	16.214	45	0.756	5953
298	eG1	D	1	1	Slide1_060818	2	1	1	cell	DAPI	8	MAX_slide1_060818.lif - Series088_w_nums.tif:1	6.76	144.918	75.527	255	12	255	29.726	49.39	29.768	49.437	979.667	130	0.242	359687
				1	Slide1_060818	2	1	1	cell	EdU	9	MAX_slide1_060818.lif - Series088_w_nums.tif:2	6.76	42.252	17.642	35	8	124	29.934	49.024	29.936	49.021	285.631	40	0.561	104870
				1	Slide1_060818	2	1	1	nuclei	DAPI	10	MAX_slide1_060818.lif - Series088_w_nums.tif:1	1.525	251.482	12.288	255	142	255	29.987	49.509	29.988	49.513	383.574	255	-4.687	140830
				1	Slide1_060818	2	1	1	nuclei	EdU	11	MAX_slide1_060818.lif - Series088_w_nums.tif:2	1.525	58.87	14.887	63	22	124	30.091	49.196	30.09	49.177	89.791	59	0.327	32967
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	12	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.221	131.333	35.227	128	65	221	29.298	50.228	29.305	50.222	28.974	128	0.438	10638
				1	Slide1_060818	2	1	1	cytoplasm	EdU	13	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.221	36.568	10.807	34	15	67	29.403	49.967	29.4	49.951	8.067	35	0.457	2962
299	G1	M	1	1	Slide1_060818	2	1	1	cell	DAPI	14	MAX_slide1_060818.lif - Series088_w_nums.tif:1	12.167	129.291	66.341	255	10	255	36.454	31.189	36.575	31.13	1573.033	117	0.553	577543
				1	Slide1_060818	2	1	1	cell	EdU	15	MAX_slide1_060818.lif - Series088_w_nums.tif:2	12.167	43.963	20.17	35	8	156	36.559	30.876	36.699	30.812	534.876	41	0.823	196381
				1	Slide1_060818	2	1	1	nuclei	DAPI	16	MAX_slide1_060818.lif - Series088_w_nums.tif:1	1.375	251.398	12.703	255	158	255	37.003	30.598	36.999	30.6	345.786	255	-4.649	126956
				1	Slide1_060818	2	1	1	nuclei	EdU	17	MAX_slide1_060818.lif - Series088_w_nums.tif:2	1.375	70.495	18.841	72	26	156	37.055	30.337	37.072	30.328	96.962	68	0.699	35600
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	18	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.248	131.527	31.374	115	54	221	36.552	32.248	36.554	32.241	32.6	131	0.196	11969
				1	Slide1_060818	2	1	1	cytoplasm	EdU	19	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.248	43.209	12.531	35	20	92	36.709	31.935	36.711	31.926	10.709	40	1.021	3932
300	T	M	1	1	Slide1_060818	2	1	1	cell	DAPI	20	MAX_slide1_060818.lif - Series088_w_nums.tif:1	12.273	125.767	62.7	255	7	255	33.836	27.049	33.714	26.868	1543.522	119	0.452	566708
				1	Slide1_060818	2	1	1	cell	EdU	21	MAX_slide1_060818.lif - Series088_w_nums.tif:2	12.273	39.266	14.896	37	8	104	33.941	26.58	33.927	26.534	481.901	38	0.379	176931
				1	Slide1_060818	2	1	1	nuclei	DAPI	22	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.994	245.249	19.086	255	153	255	33.706	26.437	33.705	26.444	243.812	255	-2.414	89516
				1	Slide1_060818	2	1	1	nuclei	EdU	23	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.994	53.605	12.59	52	25	94	33.811	26.072	33.812	26.056	53.291	53	0.332	19566
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	24	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.422	116.135	30.927	119	58	231	34.325	27.943	34.323	27.945	49.029	114	0.632	18001
				1	Slide1_060818	2	1	1	cytoplasm	EdU	25	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.422	42.445	10.408	53	20	77	34.377	27.682	34.377	27.672	17.919	42	0.597	6579
300	T	D	1	1	Slide1_060818	2	1	1	cell	DAPI	26	MAX_slide1_060818.lif - Series088_w_nums.tif:1	7.972	139.125	72.285	255	8	255	31.657	30.125	31.57	30.265	1109.125	126	0.331	407218
				1	Slide1_060818	2	1	1	cell	EdU	27	MAX_slide1_060818.lif - Series088_w_nums.tif:2	7.972	40.932	15.148	46	8	106	31.814	29.811	31.773	29.802	326.32	40	0.421	119809
				1	Slide1_060818	2	1	1	nuclei	DAPI	28	MAX_slide1_060818.lif - Series088_w_nums.tif:1	1.604	244.98	23.724	255	84	255	31.648	30.827	31.649	30.827	393.006	255	-2.828	144293
				1	Slide1_060818	2	1	1	nuclei	EdU	29	MAX_slide1_060818.lif - Series088_w_nums.tif:2	1.604	48.581	14.081	40	16	106	31.805	30.514	31.812	30.482	77.935	47	0.437	28614
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	30	MAX_slide1_060818.lif - Series088_w_nums.tif:1	0.199	109.301	28.248	92	59	194	32.546	29.86	32.548	29.859	21.732	106	0.501	7979
				1	Slide1_060818	2	1	1	cytoplasm	EdU	31	MAX_slide1_060818.lif - Series088_w_nums.tif:2	0.199	43.712	12.425	43	20	73	32.703	29.547	32.697	29.545	8.691	43	0.55	3191
301	M	M	1	1	Slide1_060818	2	1	1	cell	DAPI	2	MAX_slide1_060818.lif - Series062_w_nums.tif:1	12.11	133.529	78.279	255	7	255	5.938	14.782	5.937	14.633	1616.999	119	0.29	1584451
				1	Slide1_060818	2	1	1	cell	EdU	3	MAX_slide1_060818.lif - Series062_w_nums.tif:2	12.11	32.636	14.54	30	7	105	6.098	14.558	6.158	14.471	395.215	32	0.546	387260
				1	Slide1_060818	2	1	1	nuclei	DAPI	4	MAX_slide1_060818.lif - Series062_w_nums.tif:1	2.366	249.15	16.891	255	124	255	5.764	14.199	5.764	14.201	589.393	255	-3.756	577529
				1	Slide1_060818	2	1	1	nuclei	EdU	5	MAX_slide1_060818.lif - Series062_w_nums.tif:2	2.366	42.734	12.581	38	14	95	5.796	13.848	5.803	13.866	101.092	41	0.639	99057
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	6	MAX_slide1_060818.lif - Series062_w_nums.tif:1	0.21	122.893	31.254	117	60	227	5.427	15.97	5.423	15.966	25.836	119	0.567	25316
302	S	M	1	1	Slide1_060818	2	1	1	cytoplasm	EdU	7	MAX_slide1_060818.lif - Series062_w_nums.tif:2	0.21	36.32	10.404	27	13	71	5.491	15.555	5.493	15.552	7.636	35	0.53	7482
				1	Slide1_060818	2	1	1	cell	DAPI	2	MAX_slide1_060818.lif - Series095_w_nums.tif:1	10.714	156.174	71.223	255	7	255	4.411	4.386	4.44	4.386	1673.319	156	-0.095	10081523
				1	Slide1_060818	2	1	1	cell	EdU	3	MAX_slide1_060818.lif - Series095_w_nums.tif:2	10.714	19.098	9.682	8	8	103	4.566	3.987	4.644	4.014	204.626	17	1.488	1232844
				1	Slide1_060818	2	1	1	nuclei	DAPI	5	MAX_slide1_060818.lif - Series095_w_nums.tif:1	1.641	251.916	11.052	255	112	255	4.84	4.619	4.837	4.623	413.402	255	-4.763	2490691
				1	Slide1_060818	2	1	1	nuclei	EdU	6	MAX_slide1_060818.lif - Series095_w_nums.tif:2	1.641	30.277	12.224	25	8	103	5.021	4.091	5.029	4.099	49.685	28	0.85	299348
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	7	MAX_slide1_060818.lif - Series095_w_nums.tif:1	0.441	156.563	36.962	154	54	255	3.718	4.966	3.732	4.957	69.045	155	0.223	415987
				1	Slide1_060818	2	1	1	cytoplasm	EdU	8	MAX_slide1_060818.lif - Series095_w_nums.tif:2	0.441	17.717	6.957	13	8	53	3.911	4.593	3.919	4.592	7.813	17	1.124	47073
303	A	M	1	1	Slide1_060818	2	1	1	cell	DAPI	2	MAX_slide1_060818.lif - Series095_w_nums.tif:1	11.502	151.52	68.386	255	7	255	6.624	8.45	6.645	8.353	1742.734	153	-0.118	10499740
				1	Slide1_060818	2	1	1	cell	EdU	3	MAX_slide1_060818.lif - Series095_w_nums.tif:2	11.502	17.457	7.478	8	8	82	6.791	7.948	6.815	7.917	200.785	16	1.099	1209705
				1	Slide1_060818	2	1	1	nuclei	DAPI	4	MAX_slide1_060818.lif - Series095_w_nums.tif:1	1.463	252.208	10.391	255	141	255	6.275	8.205	6.277	8.203	369.006	255	-4.875	2223211
				1	Slide1_060818	2	1	1	nuclei	EdU	5	MAX_slide1_060818.lif - Series095_w_nums.tif:2	1.463	20.425	8.114	18	8	82	6.378	7.896	6.378	7.888	29.884	19	1.061	180049
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	6	MAX_slide1_060818.lif - Series095_w_nums.tif:1	0.753	155.521	35.47	159	58	255	7.064	8.924	7.063	8.926	117.037	154	0.242	705132
				1	Slide1_060818	2	1	1	cytoplasm	EdU	7	MAX_slide1_060818.lif - Series095_w_nums.tif:2	0.753	17.764	7.125	15	8	72	7.167	8.589	7.163	8.595	13.368	17	1.194	80540
303	A	M	1	1	Slide1_060818	2	1	1	cell	DAPI	8	MAX_slide1_060818.lif - Series095_w_nums.tif:1	6.805	137.542	74.697	255	7	255	8.284	5.11	8.263	5.183	936.038	123	0.313	5639504
				1	Slide1_060818	2	1	1	cell	EdU	9	MAX_slide1_060818.lif - Series095_w_nums.tif:2	6.805	16.917	7.329	8	8	65	8.388	4.762	8.387	4.761	115.13	16	1.128	693640
				1	Slide1_060818	2	1	1	nuclei	DAPI	10	MAX_slide1_060818.lif - Series095_w_nums.tif:1	1.204	247.393	19.654	255	87	255	8.326	5.501	8.335	5.489	297.822	255	-3.333	1794340
				1	Slide1_060818	2	1	1	nuclei	EdU	11	MAX_slide1_060818.lif - Series095_w_nums.tif:2	1.204	20.39	7.953	17	8	60	8.545	5.192	8.549	5.175	24.546	19	0.958	147889
				1	Slide1_060818	2	1	1	cytoplasm	DAPI	12	MAX_slide1_060818.lif - Series095_w_nums.tif:1	0.134	122.887	32.375	106	49	255	8.151	4.064	8.147	4.067	16.44	121	0.49	99047
				1	Slide1_060818	2	1	1	cytoplasm	EdU	13	MAX_slide1_060818.lif - Series095_w_nums.tif:2	0.134	16.303	6.455	8	8	45	8.331	3.793	8.338	3.793	2.181	15	0.922	13140
304	A	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	1	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	19.174	102.312	56.18	255	7	255	15.424	2.789	15.145	2.964	1961.744	89	1.199	2162566
				0	slide1_060818_second Epp	2	2	1	cell	EdU	2	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	19.174	28.981	11.614	22	7	88	15.424	2.518	15.329	2.582	555.69	27	0.794	612575
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	3	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	1.169	243.073	23.43	255	105	255	13.984	4.043	13.977	4.05	284.225	255	-2.264	313321
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	4	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	1.169	41.208	12.218	35	11	88	14.135	3.832	14.151	3.823	48.184	40	0.618	53117
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	5	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	0.54	96.538	27.885	86	27	199	14.896	2.133	14.893	2.141	52.106	94	0.492	57440
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	6	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	0.54	32.77	10.098	29	12	70	15.016	1.831	15.012	1.846	17.687	32	0.5	19498
304	A	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	7	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	9.753	149.778	66.259	255	7	255	12.716	6.498	12.705	6.4	1460.734	139	0.23	1610268
				0	slide1_060818_second Epp	2	2	1	cell	EdU	8	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	9.753	34.255	12.23	30	7	101	12.716	6.498	12.716	6.457	334.073	33	0.578	368272
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	9	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	1.677	249.002	17.852	255	116	255	12.905	5.831	12.907	5.826	417.65	255	-3.539	460404
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	10	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	1.677	41.816	11.747	41	13	101	12.905	5.831	12.916	5.834	70.138	41	0.561	77318
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	11	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	0.618	133.22	32.406	108	57	254	13.449	7.236	13.434	7.234	82.298	132	0.279	90723
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	12	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	0.618	35.557	11.823	34	10	75	13.449	7.236	13.437	7.222	21.965	34	0.666	24214
305	T	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	14.732	152.089	67.773	255	7	255	27.777	22.864	27.669	22.88	2240.566	154	-0.173	2469931
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	14.732	41.316	18.9	37	7	168	27.777	22.864	27.679	22.8	608.666	39	0.834	670974
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	1.712	252.191	10.075	255	151	255	27.623	22.035	27.624	22.036	431.693	255	-4.534	475885
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	1.712	60.021	16.058	56	20	153	27.593	22.005	27.594	21.988	102.742	58	0.628	113260
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	0.355	178.322	31.399	174	104	255	26.482	22.929	26.485	22.927	63.249	179	-0.005	69724
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	0.355	47.803	13.172	38	17	96	26.482	22.778	26.48	22.778	16.955	46	0.68	18691
305	T	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	6.729	184.087	62.136	255	12	255	24.182	24.441	24.169	24.523	1238.749	189	-0.456	1365559
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	6.729	46.659	17.341	41	8	142	24.212	24.321	24.222	24.359	313.976	45	0.572	346117
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	1.568	252.166	10.355	255	155	255	23.774	24.774	23.776	24.775	395.507	255	-4.548	435995
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	1.568	58.722	16.743	59	19	142	23.804	24.684	23.828	24.675	92.103	58	0.506	101531
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:1	0.165	173.39	35.342	173	81	254	24.735	25.426	24.729	25.421	28.627	174	-0.146	31557
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series063_w_nums.tif:2	0.165	46.511	14.978	37	14	114	24.735	25.336	24.727	25.328	7.679	45	0.785	8465
306	M	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series101.tif:1	11.11	69.22	57.571	7	7	255	5.397	9.464	5.476	9.611	769.054	49	1.414	3487601
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series101.tif:2	11.11	22.447	9.173	21	8	78	5.397	9.464	5.393	9.424	249.389	21	0.916	1130962
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	1.934	175.267	41.995	255	38	255	5.745	9.745	5.706	9.743	338.908	178	-0.252	1536920
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	1.934	25.84	9.256	21	8	78	5.774	9.627	5.767	9.619	49.965	24	0.876	226589
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	0.343	49.664	16.527	45	13	134	6.08	8.706	6.085	8.723	17.03	48	0.686	77228
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	0.343	25.134	8.84	25	8	62	6.124	8.587	6.126	8.592	8.618	24	0.819	39083
307	A	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	13.025	53.82	43.588	7	7	255	10.639	7.223	10.906	7.241	700.986	39	1.595	3178919
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	13.025	20.69	8.508	18	8	81	10.639	7.223	10.715	7.192	269.476	19	1.027	1222054
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	1.933	134.419	39.911	129	32	255	11.223	7.074	11.249	7.08	259.773	132	0.276	1178052
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	1.933	25.431	9.346	21	8	81	11.223	7.074	11.236	7.06	49.147	24	0.907	222880
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	0.398	35.754	13.352	26	7	105	11.766	8.309	11.751	8.293	14.247	33	0.923	64608
